,quality
2998,6
2999,7
3000,6
3001,5
3002,6
3003,8
3004,8
3005,6
3006,5
3007,6
3008,6
3009,7
3010,5
3011,6
3012,6
3013,6
3014,5
3015,6
3016,6
3017,6
3018,6
3019,6
3020,6
3021,5
3022,6
3023,5
3024,4
3025,5
3026,7
3027,5
3028,6
3029,6
3030,5
3031,5
3032,5
3033,6
3034,5
3035,5
3036,8
3037,5
3038,5
3039,6
3040,5
3041,4
3042,6
3043,8
3044,8
3045,7
3046,6
3047,5
3048,5
3049,7
3050,5
3051,5
3052,5
3053,5
3054,6
3055,5
3056,6
3057,7
3058,6
3059,6
3060,7
3061,3
3062,6
3063,7
3064,6
3065,6
3066,6
3067,7
3068,6
3069,6
3070,7
3071,5
3072,7
3073,7
3074,7
3075,6
3076,6
3077,7
3078,5
3079,6
3080,6
3081,6
3082,5
3083,4
3084,6
3085,7
3086,5
3087,6
3088,6
3089,6
3090,7
3091,7
3092,7
3093,5
3094,6
3095,5
3096,6
3097,5
3098,6
3099,5
3100,7
3101,5
3102,6
3103,6
3104,6
3105,5
3106,6
3107,6
3108,6
3109,6
3110,5
3111,6
3112,6
3113,6
3114,6
3115,7
3116,6
3117,5
3118,6
3119,6
3120,6
3121,6
3122,6
3123,6
3124,6
3125,6
3126,6
3127,6
3128,6
3129,7
3130,5
3131,7
3132,7
3133,6
3134,6
3135,5
3136,7
3137,7
3138,6
3139,6
3140,6
3141,7
3142,6
3143,6
3144,6
3145,6
3146,8
3147,8
3148,8
3149,6
3150,6
3151,5
3152,6
3153,4
3154,6
3155,6
3156,5
3157,6
3158,7
3159,6
3160,4
3161,7
3162,8
3163,5
3164,7
3165,6
3166,6
3167,5
3168,5
3169,6
3170,7
3171,6
3172,7
3173,7
3174,7
3175,6
3176,7
3177,7
3178,5
3179,7
3180,7
3181,6
3182,5
3183,5
3184,5
3185,6
3186,5
3187,6
3188,6
3189,6
3190,5
3191,5
3192,4
3193,7
3194,5
3195,6
3196,6
3197,6
3198,6
3199,7
3200,6
3201,6
3202,6
3203,7
3204,6
3205,6
3206,5
3207,6
3208,6
3209,6
3210,6
3211,7
3212,5
3213,7
3214,6
3215,7
3216,6
3217,7
3218,7
3219,5
3220,6
3221,6
3222,7
3223,7
3224,6
3225,6
3226,8
3227,8
3228,5
3229,6
3230,6
3231,6
3232,6
3233,6
3234,6
3235,5
3236,7
3237,8
3238,6
3239,3
3240,6
3241,6
3242,6
3243,5
3244,5
3245,7
3246,7
3247,7
3248,5
3249,4
3250,8
3251,7
3252,5
3253,6
3254,5
3255,6
3256,7
3257,6
3258,6
3259,7
3260,7
3261,7
3262,6
3263,5
3264,5
3265,8
3266,5
3267,7
3268,6
3269,5
3270,5
3271,5
3272,6
3273,7
3274,5
3275,8
3276,6
3277,7
3278,7
3279,7
3280,7
3281,3
3282,6
3283,7
3284,7
3285,7
3286,7
3287,7
3288,6
3289,7
3290,6
3291,6
3292,7
3293,5
3294,5
3295,6
3296,7
3297,6
3298,6
3299,7
3300,5
3301,7
3302,5
3303,6
3304,6
3305,6
3306,7
3307,6
3308,6
3309,6
3310,6
3311,6
3312,6
3313,6
3314,6
3315,6
3316,5
3317,7
3318,6
3319,6
3320,6
3321,6
3322,6
3323,6
3324,6
3325,6
3326,6
3327,6
3328,7
3329,6
3330,6
3331,7
3332,6
3333,6
3334,7
3335,6
3336,6
3337,6
3338,6
3339,7
3340,6
3341,6
3342,6
3343,7
3344,6
3345,6
3346,6
3347,7
3348,5
3349,6
3350,6
3351,6
3352,8
3353,5
3354,7
3355,7
3356,7
3357,6
3358,6
3359,6
3360,8
3361,5
3362,6
3363,7
3364,6
3365,8
3366,6
3367,6
3368,5
3369,5
3370,6
3371,6
3372,5
3373,6
3374,6
3375,5
3376,6
3377,5
3378,6
3379,6
3380,6
3381,5
3382,6
3383,3
3384,7
3385,6
3386,6
3387,6
3388,7
3389,7
3390,6
3391,4
3392,6
3393,7
3394,5
3395,8
3396,8
3397,5
3398,6
3399,6
3400,6
3401,6
3402,6
3403,5
3404,6
3405,6
3406,5
3407,7
3408,6
3409,6
3410,6
3411,5
3412,5
3413,5
3414,5
3415,5
3416,7
3417,6
3418,5
3419,8
3420,6
3421,6
3422,7
3423,8
3424,7
3425,7
3426,5
3427,6
3428,5
3429,6
3430,5
3431,7
3432,7
3433,6
3434,6
3435,8
3436,6
3437,7
3438,5
3439,6
3440,6
3441,5
3442,8
3443,6
3444,8
3445,6
3446,6
3447,8
3448,6
3449,6
3450,8
3451,7
3452,6
3453,7
3454,8
3455,5
3456,8
3457,7
3458,8
3459,7
3460,6
3461,6
3462,6
3463,8
3464,7
3465,6
3466,7
3467,7
3468,6
3469,7
3470,7
3471,6
3472,6
3473,7
3474,7
3475,6
3476,5
3477,7
3478,7
3479,7
3480,6
3481,7
3482,5
3483,6
3484,6
3485,7
3486,6
3487,6
3488,6
3489,7
3490,7
3491,7
3492,5
3493,7
3494,5
3495,7
3496,5
3497,5
3498,6
3499,6
3500,6
3501,6
3502,4
3503,7
3504,5
3505,5
3506,6
3507,6
3508,5
3509,5
3510,6
3511,5
3512,7
3513,6
3514,6
3515,6
3516,6
3517,6
3518,6
3519,6
3520,6
3521,6
3522,6
3523,6
3524,6
3525,6
3526,6
3527,6
3528,6
3529,6
3530,7
3531,6
3532,6
3533,4
3534,6
3535,5
3536,6
3537,5
3538,6
3539,6
3540,6
3541,6
3542,7
3543,6
3544,6
3545,4
3546,6
3547,6
3548,6
3549,7
3550,5
3551,7
3552,4
3553,7
3554,5
3555,7
3556,6
3557,6
3558,7
3559,7
3560,7
3561,6
3562,6
3563,6
3564,7
3565,5
3566,7
3567,7
3568,7
3569,7
3570,7
3571,6
3572,7
3573,6
3574,6
3575,7
3576,6
3577,7
3578,6
3579,5
3580,5
3581,6
3582,6
3583,6
3584,5
3585,6
3586,6
3587,6
3588,5
3589,6
3590,5
3591,5
3592,7
3593,6
3594,7
3595,7
3596,6
3597,6
3598,7
3599,5
3600,5
3601,5
3602,6
3603,6
3604,6
3605,6
3606,6
3607,6
3608,7
3609,6
3610,7
3611,7
3612,7
3613,6
3614,6
3615,6
3616,6
3617,6
3618,7
3619,6
3620,7
3621,7
3622,5
3623,6
3624,4
3625,6
3626,6
3627,6
3628,6
3629,7
3630,7
3631,8
3632,7
3633,8
3634,8
3635,6
3636,4
3637,6
3638,8
3639,8
3640,7
3641,8
3642,5
3643,7
3644,6
3645,7
3646,8
3647,7
3648,5
3649,6
3650,7
3651,6
3652,5
3653,7
3654,6
3655,8
3656,7
3657,6
3658,7
3659,6
3660,5
3661,5
3662,6
3663,8
3664,7
3665,6
3666,7
3667,7
3668,5
3669,6
3670,7
3671,6
3672,6
3673,5
3674,5
3675,5
3676,6
3677,6
3678,6
3679,6
3680,6
3681,6
3682,5
3683,5
3684,5
3685,6
3686,5
3687,5
3688,4
3689,6
3690,5
3691,6
3692,5
3693,5
3694,7
3695,5
3696,5
3697,7
3698,6
3699,6
3700,7
3701,7
3702,7
3703,5
3704,6
3705,6
3706,5
3707,6
3708,5
3709,6
3710,4
3711,5
3712,6
3713,7
3714,7
3715,7
3716,7
3717,7
3718,7
3719,7
3720,5
3721,6
3722,5
3723,6
3724,7
3725,5
3726,5
3727,5
3728,8
3729,6
3730,5
3731,5
3732,5
3733,6
3734,6
3735,7
3736,5
3737,5
3738,8
3739,5
3740,5
3741,5
3742,6
3743,5
3744,4
3745,6
3746,6
3747,5
3748,5
3749,6
3750,5
3751,6
3752,7
3753,7
3754,5
3755,6
3756,6
3757,5
3758,6
3759,7
3760,5
3761,5
3762,5
3763,6
3764,5
3765,5
3766,6
3767,6
3768,5
3769,6
3770,6
3771,5
3772,5
3773,5
3774,5
3775,6
3776,5
3777,6
3778,5
3779,6
3780,5
3781,5
3782,6
3783,6
3784,3
3785,5
3786,5
3787,5
3788,5
3789,7
3790,5
3791,6
3792,6
3793,6
3794,5
3795,6
3796,6
3797,5
3798,7
3799,6
3800,6
3801,5
3802,6
3803,7
3804,7
3805,5
3806,5
3807,6
3808,5
3809,5
3810,6
3811,6
3812,5
3813,5
3814,6
3815,6
3816,6
3817,7
3818,6
3819,5
3820,6
3821,5
3822,6
3823,5
3824,6
3825,7
3826,6
3827,7
3828,6
3829,6
3830,6
3831,6
3832,6
3833,5
3834,5
3835,6
3836,6
3837,6
3838,7
3839,6
3840,6
3841,5
3842,6
3843,6
3844,6
3845,6
3846,4
3847,5
3848,5
3849,7
3850,5
3851,5
3852,5
3853,4
3854,6
3855,6
3856,5
3857,6
3858,6
3859,6
3860,6
3861,6
3862,6
3863,6
3864,6
3865,5
3866,5
3867,5
3868,6
3869,6
3870,6
3871,6
3872,7
3873,5
3874,5
3875,4
3876,6
3877,6
3878,7
3879,7
3880,7
3881,7
3882,7
3883,7
3884,6
3885,6
3886,7
3887,6
3888,7
3889,7
3890,6
3891,5
3892,7
3893,6
3894,6
3895,5
3896,7
3897,5
3898,5
3899,5
3900,6
3901,5
3902,5
3903,5
3904,6
3905,6
3906,8
3907,4
3908,6
3909,5
3910,6
3911,5
3912,6
3913,6
3914,5
3915,5
3916,6
3917,6
3918,6
3919,6
3920,6
3921,7
3922,5
3923,5
3924,5
3925,5
3926,6
3927,7
3928,5
3929,6
3930,5
3931,5
3932,6
3933,6
3934,6
3935,5
3936,7
3937,7
3938,5
3939,4
3940,6
3941,4
3942,6
3943,6
3944,7
3945,6
3946,6
3947,4
3948,6
3949,7
3950,7
3951,6
3952,7
3953,6
3954,5
3955,7
3956,7
3957,6
3958,7
3959,6
3960,6
3961,6
3962,6
3963,6
3964,6
3965,5
3966,7
3967,7
3968,7
3969,5
3970,7
3971,7
3972,6
3973,6
3974,6
3975,5
3976,6
3977,6
3978,7
3979,6
3980,6
3981,5
3982,6
3983,6
3984,6
3985,7
3986,6
3987,6
3988,6
3989,5
3990,5
3991,6
3992,6
3993,5
3994,4
3995,5
3996,5
3997,6
3998,6
3999,6
4000,6
4001,5
4002,6
4003,6
4004,5
4005,5
4006,5
4007,6
4008,5
4009,6
4010,5
4011,5
4012,5
4013,4
4014,5
4015,5
4016,7
4017,7
4018,7
4019,7
4020,7
4021,6
4022,6
4023,6
4024,7
4025,6
4026,5
4027,7
4028,7
4029,6
4030,5
4031,6
4032,6
4033,6
4034,5
4035,5
4036,6
4037,5
4038,5
4039,8
4040,6
4041,5
4042,6
4043,6
4044,5
4045,6
4046,7
4047,5
4048,4
4049,6
4050,5
4051,6
4052,6
4053,6
4054,6
4055,6
4056,6
4057,5
4058,8
4059,6
4060,6
4061,6
4062,6
4063,6
4064,6
4065,6
4066,6
4067,6
4068,7
4069,6
4070,5
4071,6
4072,5
4073,6
4074,6
4075,5
4076,5
4077,7
4078,7
4079,7
4080,5
4081,6
4082,6
4083,6
4084,5
4085,6
4086,6
4087,6
4088,6
4089,6
4090,6
4091,6
4092,8
4093,7
4094,5
4095,6
4096,6
4097,6
4098,7
4099,5
4100,5
4101,5
4102,5
4103,7
4104,6
4105,5
4106,5
4107,6
4108,6
4109,5
4110,6
4111,5
4112,6
4113,7
4114,6
4115,6
4116,6
4117,6
4118,6
4119,6
4120,7
4121,7
4122,6
4123,7
4124,5
4125,6
4126,6
4127,5
4128,5
4129,5
4130,5
4131,7
4132,7
4133,7
4134,7
4135,7
4136,7
4137,5
4138,5
4139,7
4140,7
4141,8
4142,6
4143,7
4144,7
4145,5
4146,6
4147,5
4148,6
4149,7
4150,6
4151,6
4152,7
4153,5
4154,6
4155,6
4156,6
4157,7
4158,7
4159,5
4160,5
4161,6
4162,6
4163,5
4164,6
4165,5
4166,6
4167,6
4168,6
4169,8
4170,6
4171,5
4172,5
4173,6
4174,6
4175,6
4176,6
4177,5
4178,6
4179,6
4180,6
4181,7
4182,6
4183,6
4184,6
4185,6
4186,4
4187,4
4188,5
4189,5
4190,5
4191,4
4192,6
4193,5
4194,6
4195,6
4196,4
4197,4
4198,7
4199,5
4200,7
4201,7
4202,6
4203,6
4204,6
4205,6
4206,6
4207,6
4208,6
4209,5
4210,5
4211,5
4212,5
4213,7
4214,6
4215,6
4216,7
4217,6
4218,5
4219,5
4220,6
4221,6
4222,6
4223,6
4224,6
4225,6
4226,6
4227,4
4228,5
4229,5
4230,5
4231,5
4232,6
4233,6
4234,6
4235,7
4236,6
4237,6
4238,6
4239,6
4240,7
4241,7
4242,6
4243,5
4244,6
4245,5
4246,6
4247,6
4248,6
4249,6
4250,7
4251,5
4252,4
4253,6
4254,6
4255,5
4256,5
4257,6
4258,6
4259,6
4260,6
4261,5
4262,6
4263,6
4264,5
4265,5
4266,6
4267,5
4268,5
4269,5
4270,6
4271,6
4272,6
4273,6
4274,5
4275,5
4276,6
4277,6
4278,6
4279,6
4280,6
4281,7
4282,6
4283,6
4284,6
4285,5
4286,6
4287,6
4288,7
4289,7
4290,5
4291,7
4292,7
4293,7
4294,5
4295,6
4296,7
4297,6
4298,6
4299,5
4300,5
4301,5
4302,5
4303,5
4304,5
4305,5
4306,8
4307,8
4308,8
4309,8
4310,8
4311,8
4312,8
4313,8
4314,8
4315,6
4316,6
4317,6
4318,6
4319,6
4320,6
4321,7
4322,6
4323,5
4324,6
4325,6
4326,5
4327,6
4328,6
4329,6
4330,5
4331,6
4332,5
4333,6
4334,5
4335,6
4336,6
4337,5
4338,6
4339,5
4340,6
4341,5
4342,6
4343,6
4344,5
4345,5
4346,6
4347,6
4348,5
4349,6
4350,5
4351,6
4352,5
4353,5
4354,6
4355,6
4356,6
4357,6
4358,5
4359,5
4360,6
4361,6
4362,6
4363,4
4364,5
4365,5
4366,5
4367,6
4368,6
4369,5
4370,5
4371,5
4372,5
4373,5
4374,5
4375,6
4376,6
4377,5
4378,5
4379,5
4380,7
4381,6
4382,5
4383,7
4384,5
4385,7
4386,7
4387,7
4388,7
4389,5
4390,5
4391,6
4392,6
4393,6
4394,6
4395,6
4396,6
4397,6
4398,6
4399,6
4400,6
4401,5
4402,6
4403,6
4404,5
4405,6
4406,6
4407,5
4408,6
4409,6
4410,6
4411,6
4412,5
4413,5
4414,5
4415,6
4416,5
4417,5
4418,6
4419,6
4420,6
4421,6
4422,5
4423,6
4424,6
4425,5
4426,5
4427,6
4428,6
4429,5
4430,5
4431,5
4432,7
4433,5
4434,6
4435,6
4436,6
4437,6
4438,5
4439,5
4440,5
4441,5
4442,6
4443,6
4444,6
4445,6
4446,5
4447,5
4448,6
4449,6
4450,6
4451,5
4452,5
4453,5
4454,5
4455,5
4456,6
4457,4
4458,5
4459,6
4460,6
4461,6
4462,6
4463,6
4464,6
4465,6
4466,6
4467,6
4468,6
4469,6
4470,6
4471,5
4472,5
4473,6
4474,6
4475,6
4476,6
4477,7
4478,5
4479,5
4480,6
4481,5
4482,4
4483,5
4484,6
4485,6
4486,6
4487,6
4488,5
4489,6
4490,6
4491,6
4492,6
4493,6
4494,5
4495,5
4496,6
4497,5
4498,6
4499,6
4500,6
4501,6
4502,6
4503,6
4504,6
4505,6
4506,6
4507,5
4508,6
4509,6
4510,6
4511,5
4512,6
4513,5
4514,6
4515,6
4516,5
4517,5
4518,6
4519,6
4520,6
4521,6
4522,5
4523,5
4524,6
4525,6
4526,6
4527,6
4528,6
4529,5
4530,5
4531,6
4532,6
4533,7
4534,6
4535,6
4536,7
4537,7
4538,7
4539,5
4540,5
4541,5
4542,6
4543,6
4544,6
4545,7
4546,7
4547,6
4548,7
4549,7
4550,5
4551,6
4552,7
4553,6
4554,6
4555,6
4556,6
4557,6
4558,6
4559,6
4560,6
4561,6
4562,5
4563,6
4564,6
4565,6
4566,6
4567,6
4568,6
4569,6
4570,6
4571,6
4572,6
4573,7
4574,6
4575,6
4576,6
4577,6
4578,6
4579,6
4580,5
4581,6
4582,7
4583,4
4584,6
4585,5
4586,5
4587,5
4588,5
4589,7
4590,5
4591,7
4592,7
4593,5
4594,6
4595,7
4596,7
4597,6
4598,6
4599,5
4600,6
4601,6
4602,6
4603,7
4604,7
4605,7
4606,6
4607,6
4608,6
4609,6
4610,5
4611,6
4612,5
4613,6
4614,6
4615,6
4616,7
4617,6
4618,6
4619,7
4620,7
4621,7
4622,5
4623,5
4624,5
4625,7
4626,5
4627,7
4628,7
4629,7
4630,7
4631,7
4632,6
4633,6
4634,6
4635,5
4636,6
4637,7
4638,7
4639,6
4640,5
4641,7
4642,7
4643,5
4644,6
4645,5
4646,5
4647,7
4648,7
4649,6
4650,6
4651,7
4652,6
4653,5
4654,4
4655,6
4656,6
4657,6
4658,6
4659,5
4660,4
4661,6
4662,6
4663,6
4664,6
4665,7
4666,5
4667,6
4668,7
4669,7
4670,6
4671,7
4672,6
4673,5
4674,5
4675,6
4676,6
4677,7
4678,6
4679,6
4680,7
4681,6
4682,6
4683,6
4684,7
4685,6
4686,6
4687,6
4688,7
4689,6
4690,6
4691,6
4692,6
4693,6
4694,5
4695,6
4696,6
4697,6
4698,6
4699,6
4700,6
4701,6
4702,6
4703,5
4704,5
4705,6
4706,6
4707,6
4708,6
4709,6
4710,6
4711,7
4712,6
4713,6
4714,5
4715,6
4716,6
4717,5
4718,5
4719,3
4720,6
4721,6
4722,5
4723,6
4724,5
4725,6
4726,7
4727,6
4728,6
4729,6
4730,7
4731,7
4732,6
4733,6
4734,6
4735,6
4736,7
4737,7
4738,6
4739,8
4740,8
4741,7
4742,6
4743,6
4744,6
4745,6
4746,5
4747,7
4748,4
4749,6
4750,6
4751,6
4752,6
4753,4
4754,5
4755,5
4756,6
4757,6
4758,5
4759,7
4760,8
4761,8
4762,5
4763,6
4764,6
4765,6
4766,6
4767,6
4768,5
4769,7
4770,7
4771,6
4772,5
4773,6
4774,7
4775,7
4776,8
4777,7
4778,4
4779,6
4780,6
4781,6
4782,5
4783,6
4784,5
4785,6
4786,7
4787,5
4788,6
4789,7
4790,6
4791,6
4792,6
4793,6
4794,5
4795,6
4796,6
4797,7
4798,5
4799,6
4800,6
4801,6
4802,5
4803,7
4804,6
4805,6
4806,5
4807,6
4808,7
4809,6
4810,5
4811,6
4812,6
4813,4
4814,7
4815,6
4816,6
4817,5
4818,6
4819,5
4820,6
4821,7
4822,6
4823,5
4824,6
4825,5
4826,5
4827,5
4828,6
4829,6
4830,6
4831,6
4832,5
4833,6
4834,6
4835,6
4836,6
4837,7
4838,5
4839,6
4840,6
4841,6
4842,6
4843,6
4844,7
4845,6
4846,5
4847,6
4848,6
4849,6
4850,7
4851,5
4852,4
4853,6
4854,6
4855,6
4856,5
4857,6
4858,5
4859,6
4860,7
4861,7
4862,5
4863,6
4864,6
4865,6
4866,6
4867,5
4868,7
4869,6
4870,5
4871,5
4872,5
4873,6
4874,5
4875,5
4876,5
4877,7
4878,7
4879,5
4880,5
4881,5
4882,5
4883,5
4884,5
4885,5
4886,7
4887,5
4888,4
4889,6
4890,6
4891,5
4892,5
4893,5
4894,6
4895,5
4896,5
4897,5
4898,5
4899,6
4900,5
4901,6
4902,5
4903,6
4904,5
4905,6
4906,6
4907,7
4908,4
4909,5
4910,5
4911,4
4912,6
4913,5
4914,5
4915,4
4916,5
4917,5
4918,5
4919,5
4920,5
4921,6
4922,6
4923,5
4924,6
4925,5
4926,5
4927,5
4928,5
4929,6
4930,5
4931,5
4932,7
4933,5
4934,5
4935,5
4936,5
4937,5
4938,5
4939,6
4940,6
4941,5
4942,5
4943,4
4944,5
4945,5
4946,5
4947,6
4948,5
4949,4
4950,5
4951,5
4952,5
4953,5
4954,6
4955,5
4956,6
4957,5
4958,5
4959,5
4960,5
4961,6
4962,5
4963,5
4964,4
4965,6
4966,5
4967,5
4968,5
4969,6
4970,6
4971,6
4972,6
4973,5
4974,5
4975,5
4976,5
4977,5
4978,6
4979,5
4980,5
4981,5
4982,5
4983,6
4984,5
4985,6
4986,6
4987,6
4988,6
4989,6
4990,5
4991,6
4992,5
4993,5
4994,5
4995,5
4996,5
4997,5
4998,7
4999,5
5000,5
5001,5
5002,5
5003,6
5004,6
5005,5
5006,5
5007,5
5008,5
5009,5
5010,5
5011,5
5012,6
5013,5
5014,6
5015,5
5016,5
5017,5
5018,6
5019,6
5020,6
5021,4
5022,5
5023,5
5024,5
5025,5
5026,5
5027,5
5028,5
5029,6
5030,5
5031,4
5032,6
5033,5
5034,5
5035,5
5036,5
5037,4
5038,6
5039,5
5040,4
5041,6
5042,6
5043,6
5044,5
5045,5
5046,5
5047,6
5048,5
5049,5
5050,5
5051,5
5052,5
5053,5
5054,6
5055,5
5056,5
5057,5
5058,5
5059,5
5060,5
5061,6
5062,5
5063,5
5064,5
5065,5
5066,5
5067,6
5068,7
5069,4
5070,7
5071,5
5072,5
5073,5
5074,6
5075,7
5076,7
5077,5
5078,5
5079,7
5080,6
5081,6
5082,6
5083,5
5084,6
5085,5
5086,5
5087,5
5088,5
5089,5
5090,6
5091,5
5092,5
5093,6
5094,4
5095,6
5096,6
5097,5
5098,6
5099,5
5100,7
5101,6
5102,6
5103,5
5104,6
5105,6
5106,6
5107,6
5108,6
5109,6
5110,5
5111,6
5112,6
5113,7
5114,7
5115,6
5116,5
5117,5
5118,6
5119,6
5120,6
5121,6
5122,5
5123,5
5124,6
5125,5
5126,5
5127,5
5128,5
5129,7
5130,5
5131,4
5132,5
5133,5
5134,5
5135,7
5136,4
5137,8
5138,6
5139,6
5140,6
5141,6
5142,5
5143,5
5144,5
5145,6
5146,6
5147,6
5148,8
5149,7
5150,6
5151,7
5152,5
5153,7
5154,5
5155,5
5156,6
5157,6
5158,7
5159,5
5160,7
5161,5
5162,6
5163,6
5164,6
5165,5
5166,5
5167,5
5168,5
5169,5
5170,6
5171,6
5172,5
5173,5
5174,5
5175,6
5176,5
5177,6
5178,6
5179,6
5180,6
5181,6
5182,6
5183,5
5184,5
5185,6
5186,5
5187,6
5188,7
5189,6
5190,7
5191,5
5192,5
5193,6
5194,6
5195,6
5196,7
5197,5
5198,6
5199,5
5200,6
5201,6
5202,6
5203,5
5204,7
5205,7
5206,6
5207,5
5208,6
5209,7
5210,6
5211,6
5212,6
5213,6
5214,6
5215,5
5216,7
5217,6
5218,6
5219,6
5220,6
5221,6
5222,5
5223,5
5224,6
5225,6
5226,5
5227,7
5228,7
5229,6
5230,5
5231,6
5232,5
5233,5
5234,7
5235,6
5236,7
5237,5
5238,5
5239,7
5240,5
5241,6
5242,6
5243,5
5244,6
5245,7
5246,6
5247,7
5248,6
5249,6
5250,6
5251,6
5252,6
5253,6
5254,5
5255,6
5256,6
5257,6
5258,6
5259,7
5260,8
5261,6
5262,5
5263,5
5264,5
5265,7
5266,5
5267,6
5268,6
5269,5
5270,5
5271,6
5272,6
5273,6
5274,5
5275,6
5276,6
5277,7
5278,6
5279,4
5280,6
5281,5
5282,5
5283,7
5284,5
5285,5
5286,6
5287,5
5288,6
5289,5
5290,7
5291,7
5292,5
5293,7
5294,5
5295,7
5296,6
5297,6
5298,5
5299,6
5300,7
5301,5
5302,6
5303,5
5304,6
5305,5
5306,6
5307,6
5308,6
5309,5
5310,8
5311,6
5312,7
5313,7
5314,7
5315,6
5316,5
5317,5
5318,6
5319,6
5320,6
5321,6
5322,6
5323,7
5324,5
5325,8
5326,5
5327,5
5328,7
5329,3
5330,6
5331,5
5332,5
5333,5
5334,6
5335,5
5336,6
5337,6
5338,6
5339,5
5340,5
5341,6
5342,6
5343,5
5344,6
5345,5
5346,5
5347,6
5348,5
5349,6
5350,5
5351,8
5352,5
5353,5
5354,6
5355,5
5356,5
5357,6
5358,7
5359,6
5360,6
5361,7
5362,7
5363,6
5364,6
5365,8
5366,6
5367,5
5368,8
5369,6
5370,6
5371,7
5372,7
5373,7
5374,7
5375,7
5376,7
5377,6
5378,6
5379,7
5380,5
5381,6
5382,6
5383,7
5384,7
5385,5
5386,6
5387,3
5388,6
5389,5
5390,6
5391,5
5392,5
5393,5
5394,5
5395,5
5396,5
5397,6
5398,6
5399,5
5400,6
5401,5
5402,5
5403,6
5404,6
5405,6
5406,5
5407,6
5408,7
5409,5
5410,5
5411,6
5412,5
5413,6
5414,6
5415,5
5416,6
5417,6
5418,6
5419,6
5420,6
5421,6
5422,6
5423,5
5424,5
5425,5
5426,6
5427,5
5428,6
5429,6
5430,5
5431,5
5432,5
5433,6
5434,6
5435,5
5436,6
5437,6
5438,6
5439,6
5440,6
5441,6
5442,5
5443,4
5444,6
5445,6
5446,4
5447,5
5448,5
5449,6
5450,5
5451,5
5452,5
5453,7
5454,7
5455,6
5456,7
5457,5
5458,8
5459,7
5460,5
5461,6
5462,5
5463,5
5464,5
5465,5
5466,6
5467,6
5468,6
5469,6
5470,4
5471,6
5472,5
5473,6
5474,6
5475,6
5476,7
5477,6
5478,6
5479,6
5480,5
5481,5
5482,6
5483,5
5484,6
5485,5
5486,5
5487,6
5488,5
5489,5
5490,5
5491,5
5492,5
5493,6
5494,5
5495,5
5496,5
5497,5
5498,6
5499,5
5500,6
5501,5
5502,6
5503,4
5504,5
5505,5
5506,5
5507,5
5508,7
5509,6
5510,5
5511,5
5512,5
5513,5
5514,5
5515,7
5516,5
5517,4
5518,7
5519,6
5520,5
5521,5
5522,5
5523,6
5524,5
5525,5
5526,5
5527,7
5528,6
5529,4
5530,6
5531,5
5532,6
5533,6
5534,5
5535,5
5536,6
5537,6
5538,5
5539,6
5540,5
5541,5
5542,5
5543,5
5544,6
5545,5
5546,6
5547,5
5548,5
5549,5
5550,5
5551,6
5552,5
5553,5
5554,5
5555,5
5556,5
5557,5
5558,5
5559,5
5560,3
5561,5
5562,5
5563,5
5564,5
5565,6
5566,6
5567,6
5568,5
5569,6
5570,6
5571,6
5572,6
5573,4
5574,4
5575,5
5576,5
5577,5
5578,6
5579,6
5580,5
5581,5
5582,5
5583,5
5584,5
5585,6
5586,5
5587,5
5588,5
5589,5
5590,5
5591,5
5592,5
5593,5
5594,4
5595,5
5596,6
5597,5
5598,5
5599,6
5600,5
5601,5
5602,5
5603,5
5604,5
5605,5
5606,5
5607,6
5608,5
5609,5
5610,6
5611,5
5612,5
5613,5
5614,5
5615,6
5616,6
5617,5
5618,6
5619,6
5620,5
5621,5
5622,5
5623,5
5624,6
5625,6
5626,6
5627,5
5628,5
5629,5
5630,5
5631,5
5632,6
5633,5
5634,6
5635,6
5636,5
5637,5
5638,6
5639,5
5640,6
5641,5
5642,5
5643,6
5644,6
5645,5
5646,6
5647,6
5648,5
5649,5
5650,6
5651,5
5652,5
5653,5
5654,5
5655,5
5656,5
5657,6
5658,6
5659,5
5660,6
5661,5
5662,6
5663,5
5664,6
5665,5
5666,5
5667,7
5668,6
5669,6
5670,5
5671,5
5672,7
5673,6
5674,6
5675,7
5676,7
5677,7
5678,5
5679,6
5680,5
5681,6
5682,5
5683,4
5684,6
5685,5
5686,6
5687,6
5688,5
5689,5
5690,5
5691,7
5692,5
5693,5
5694,5
5695,5
5696,7
5697,5
5698,8
5699,6
5700,4
5701,6
5702,3
5703,4
5704,5
5705,5
5706,7
5707,7
5708,7
5709,5
5710,7
5711,5
5712,6
5713,5
5714,6
5715,5
5716,5
5717,6
5718,5
5719,5
5720,5
5721,5
5722,5
5723,6
5724,6
5725,7
5726,6
5727,7
5728,7
5729,6
5730,5
5731,6
5732,5
5733,5
5734,5
5735,5
5736,6
5737,6
5738,6
5739,6
5740,6
5741,5
5742,4
5743,7
5744,7
5745,7
5746,4
5747,6
5748,6
5749,5
5750,5
5751,6
5752,6
5753,5
5754,6
5755,5
5756,6
5757,7
5758,6
5759,5
5760,5
5761,5
5762,6
5763,5
5764,6
5765,6
5766,7
5767,6
5768,7
5769,3
5770,5
5771,7
5772,7
5773,7
5774,7
5775,5
5776,5
5777,6
5778,6
5779,6
5780,6
5781,6
5782,6
5783,7
5784,6
5785,6
5786,5
5787,6
5788,6
5789,6
5790,5
5791,6
5792,6
5793,6
5794,5
5795,7
5796,6
